CNT,i1,i2,i3,i4,i5,i6
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,3,3,3,3,3,3
TUR,4,1,NA,1,1,1
TUR,1,1,1,NA,4,1
TUR,3,2,1,1,NA,1
TUR,1,3,1,2,1,NA
TUR,1,2,1,2,2,NA
TUR,4,4,1,1,3,4
TUR,4,4,3,1,1,4
TUR,4,4,3,1,1,4
TUR,4,3,4,4,1,1
TUR,4,1,3,4,4,1
TUR,4,1,4,4,1,3
TUR,3,4,1,4,4,1
TUR,1,1,4,4,3,4
TUR,4,2,4,2,1,4
TUR,4,4,2,1,2,4
TUR,4,4,2,1,2,4
TUR,1,2,4,4,2,4
TUR,1,2,2,4,4,4
TUR,4,3,2,1,4,3
TUR,4,3,3,1,2,4
TUR,4,3,2,1,3,4
TUR,4,4,2,1,3,3
TUR,4,3,3,2,4,1
TUR,4,3,1,3,2,4
TUR,4,4,2,1,3,3
TUR,4,4,3,2,3,1
TUR,4,3,2,4,1,3
TUR,4,3,1,3,2,4
TUR,4,4,2,3,3,1
TUR,4,3,2,1,3,4
TUR,4,3,2,1,4,3
TUR,4,3,2,1,4,3
TUR,4,4,3,1,3,2
TUR,4,3,1,3,2,4
TUR,4,3,3,2,4,1
TUR,4,3,4,2,1,3
TUR,4,3,1,4,2,3
TUR,4,3,3,1,2,4
TUR,4,3,2,1,3,4
TUR,4,3,2,1,3,4
TUR,4,4,2,1,3,3
TUR,4,3,1,4,3,2
TUR,4,4,2,1,3,3
TUR,4,3,2,1,3,4
TUR,3,4,2,3,1,4
TUR,3,1,2,4,4,3
TUR,3,1,2,3,4,4
TUR,3,3,2,1,4,4
TUR,3,4,1,3,2,4
TUR,3,4,2,3,1,4
TUR,3,4,4,3,2,1
TUR,3,4,1,3,2,4
TUR,3,4,4,1,2,3
TUR,3,3,1,4,2,4
TUR,3,4,2,1,3,4
TUR,3,4,2,4,1,3
TUR,3,2,1,3,4,4
TUR,3,1,2,4,3,4
TUR,3,4,2,4,3,1
TUR,3,3,1,4,2,4
TUR,2,1,3,3,4,4
TUR,2,3,1,4,4,3
TUR,2,3,1,4,3,4
TUR,1,2,3,3,4,4
TUR,1,2,3,4,4,3
TUR,1,2,3,4,4,3
TUR,1,3,2,4,3,4
TUR,1,2,3,3,4,4
TUR,1,2,3,3,4,4
TUR,1,2,3,3,4,4
TUR,1,3,4,4,3,2
TUR,1,2,3,4,3,4
TUR,1,3,2,3,4,4
TUR,1,3,3,2,4,4
TUR,1,2,3,4,4,3
TUR,1,2,4,4,3,3
TUR,4,2,2,4,2,3
TUR,4,3,2,2,2,4
TUR,4,2,4,2,2,3
TUR,4,2,4,3,2,2
TUR,4,4,2,3,2,2
TUR,4,3,4,2,2,2
TUR,4,3,3,1,3,3
TUR,4,3,1,3,3,3
TUR,4,4,3,2,2,2
TUR,4,2,2,2,3,4
TUR,4,2,2,4,2,3
TUR,4,3,3,1,3,3
TUR,4,2,2,3,2,4
TUR,4,3,3,1,3,3
TUR,4,3,2,2,2,4
TUR,4,3,3,1,3,3
TUR,4,3,1,3,3,3
TUR,4,3,3,1,3,3
TUR,4,3,1,3,3,3
TUR,4,3,2,4,2,2
TUR,4,3,2,2,2,4
TUR,4,4,2,2,2,3
TUR,4,2,2,3,2,4
TUR,4,2,2,4,2,3
TUR,4,3,2,2,2,4
TUR,4,3,3,1,3,3
TUR,4,2,2,3,2,4
TUR,4,3,3,1,3,3
TUR,4,3,3,1,3,3
TUR,4,3,3,1,3,3
TUR,4,2,2,4,2,3
TUR,4,3,2,2,2,4
TUR,4,3,1,3,3,3
TUR,4,4,2,3,2,2
TUR,4,2,2,2,3,4
TUR,3,3,4,1,3,3
TUR,3,2,2,4,2,4
TUR,3,4,2,4,2,2
TUR,3,3,3,1,3,4
TUR,3,4,4,2,2,2
TUR,3,3,3,4,1,3
TUR,3,4,2,4,2,2
TUR,3,4,3,3,1,3
TUR,3,3,3,1,3,4
TUR,3,4,1,3,3,3
TUR,3,3,3,1,3,4
TUR,3,3,1,4,3,3
TUR,3,3,1,3,4,3
TUR,3,3,1,3,3,4
TUR,3,3,3,4,1,3
TUR,2,4,3,2,4,2
TUR,2,3,2,2,4,4
TUR,2,3,2,4,2,4
TUR,2,3,2,4,4,2
TUR,1,3,3,4,3,3
TUR,1,3,3,3,4,3
TUR,1,3,3,4,3,3
TUR,1,3,3,3,3,4
TUR,1,3,3,3,3,4
TUR,1,3,3,4,3,3
TUR,1,3,3,4,3,3
TUR,4,2,2,3,3,3
TUR,4,3,2,3,3,2
TUR,4,3,2,3,2,3
TUR,4,3,2,3,2,3
TUR,4,3,2,3,2,3
TUR,4,3,3,2,2,3
TUR,4,3,2,2,3,3
TUR,4,2,3,3,2,3
TUR,4,3,3,3,2,2
TUR,4,2,3,3,2,3
TUR,4,3,2,3,2,3
TUR,4,3,2,3,3,2
TUR,4,3,3,2,2,3
TUR,4,2,3,3,3,2
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,2,3,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,3,3,2,2
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,2,3,3
TUR,4,2,2,3,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,2,3,3
TUR,4,2,3,3,3,2
TUR,4,3,2,3,3,2
TUR,4,3,2,3,2,3
TUR,4,3,2,3,2,3
TUR,4,3,3,2,2,3
TUR,4,3,2,3,2,3
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,3,2,3,2
TUR,4,3,2,3,2,3
TUR,4,3,3,2,2,3
TUR,4,3,3,2,2,3
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,3,3,2,3,2
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,2,2,3,3,3
TUR,4,2,2,3,3,3
TUR,4,3,2,3,2,3
TUR,4,2,2,3,3,3
TUR,4,2,3,2,3,3
TUR,4,3,3,2,2,3
TUR,4,3,3,2,2,3
TUR,4,3,2,3,2,3
TUR,4,3,2,2,3,3
TUR,4,2,3,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,3,2,3
TUR,4,3,3,2,2,3
TUR,4,3,3,3,2,2
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,2,2,3,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,2,3,3
TUR,4,3,3,2,2,3
TUR,4,3,3,2,2,3
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,3,3,2
TUR,4,3,3,3,2,2
TUR,4,3,2,3,2,3
TUR,4,3,3,2,2,3
TUR,4,3,3,2,2,3
TUR,4,3,2,3,3,2
TUR,4,3,2,2,3,3
TUR,4,3,2,2,3,3
TUR,4,2,2,3,3,3
TUR,4,2,3,3,3,2
TUR,4,3,2,2,3,3
TUR,4,2,3,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,3,2,2,3
TUR,4,3,3,2,2,3
TUR,4,3,3,3,2,2
TUR,4,3,3,3,2,2
TUR,4,3,2,2,3,3
TUR,4,3,2,3,2,3
TUR,4,3,2,3,3,2
TUR,4,3,2,3,3,2
TUR,4,3,2,2,3,3
TUR,3,2,3,3,2,4
TUR,3,4,2,3,2,3
TUR,3,3,2,3,4,2
TUR,3,3,2,3,2,4
TUR,3,2,2,3,3,4
TUR,3,3,3,2,4,2
TUR,3,3,2,4,2,3
TUR,3,2,3,2,4,3
TUR,3,2,2,3,3,4
TUR,3,3,2,2,3,4
TUR,3,3,3,4,2,2
TUR,3,3,3,4,2,2
TUR,3,4,2,3,2,3
TUR,3,3,3,2,2,4
TUR,3,3,2,2,4,3
TUR,3,3,3,2,2,4
TUR,3,4,2,3,2,3
TUR,3,4,2,2,3,3
TUR,3,4,2,3,2,3
TUR,3,3,2,2,3,4
TUR,3,4,2,2,3,3
TUR,3,3,2,2,3,4
TUR,3,3,2,4,2,3
TUR,3,4,2,3,2,3
TUR,3,3,4,2,2,3
TUR,3,3,2,4,2,3
TUR,3,4,3,2,3,2
TUR,3,2,4,3,3,2
TUR,3,2,2,3,3,4
TUR,3,2,2,4,3,3
TUR,3,3,2,4,2,3
TUR,3,2,3,4,2,3
TUR,3,4,2,3,2,3
TUR,3,3,2,3,2,4
TUR,3,4,3,2,3,2
TUR,3,3,2,4,3,2
TUR,3,4,2,2,3,3
TUR,3,3,2,2,3,4
TUR,3,2,2,4,3,3
TUR,3,2,3,2,3,4
TUR,3,3,2,2,3,4
TUR,3,2,2,3,3,4
TUR,3,2,3,3,2,4
TUR,3,3,2,4,3,2
TUR,3,3,2,3,2,4
TUR,3,3,2,3,4,2
TUR,3,3,2,2,4,3
TUR,3,3,3,2,2,4
TUR,3,2,4,3,2,3
TUR,2,2,3,3,4,3
TUR,2,3,2,4,3,3
TUR,2,3,3,3,4,2
TUR,2,3,2,3,4,3
TUR,2,3,3,4,2,3
TUR,2,3,2,4,3,3
TUR,2,2,4,3,3,3
TUR,2,4,2,3,3,3
TUR,2,3,3,2,3,4
TUR,2,3,4,2,3,3
TUR,2,4,3,3,3,2
TUR,2,3,2,4,3,3
TUR,2,2,3,3,3,4
TUR,2,4,2,3,3,3
TUR,2,3,2,4,3,3
TUR,2,4,3,2,3,3
TUR,2,2,3,4,3,3
TUR,2,3,2,4,3,3
TUR,2,3,3,3,2,4
TUR,2,3,3,3,2,4
TUR,2,2,3,4,3,3
TUR,2,3,2,4,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,2,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,3,2
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,3,2
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,2,3
TUR,3,2,3,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,3,2
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,3,3,3,2
TUR,3,3,2,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,2,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,3,2,3,3,3,3
TUR,3,3,3,3,3,2
TUR,3,2,3,3,3,3
TUR,3,3,2,3,3,3
TUR,3,3,3,3,2,3
TUR,3,3,3,2,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
TUR,2,3,3,3,3,3
