CNT,i1,i2,i3,i4,i5,i6
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
AUS,3,3,3,3,3,3
